number,fifa_display_name,last_name,first_name,shirt_name,day_of_birth,position,club,height,caps,goals,team,esporte,media_gols
1,Nahuel GUZMAN,GUZMÁN,Nahuel Ignacio,GUZMÁN,1986-02-10,GK,Tigres (MEX),1.92,6,0,Argentina,futebol,0
2,Gabriel MERCADO,MERCADO,Gabriel Ivan,MERCADO,1987-03-18,DF,Sevilla FC (ESP),1.81,21,3,Argentina,futebol,0.1
3,Nicolas TAGLIAFICO,TAGLIAFICO,Nicolás Alejandro,TAGLIAFICO,1992-08-31,DF,Ajax (NED),1.69,6,0,Argentina,futebol,0
4,Cristian ANSALDI,ANSALDI,Cristian Daniel,ANSALDI,1986-09-20,DF,Torino (ITA),1.81,5,1,Argentina,futebol,0.2
5,Lucas BIGLIA,BIGLIA,Lucas Rodrigo,BIGLIA,1986-01-30,MF,AC Milan (ITA),1.75,58,1,Argentina,futebol,0
6,Federico FAZIO,FAZIO,Federico Julián,FAZIO,1987-03-17,DF,AS Roma (ITA),1.99,9,1,Argentina,futebol,0.1
7,Ever BANEGA,BANEGA,Ever Maximiliano David,BANEGA,1988-06-29,MF,Sevilla FC (ESP),1.75,63,6,Argentina,futebol,0.1
8,Marcos ACUNA,ACUÑA,Marcos Javier,ACUÑA,1991-10-28,DF,Sporting CP (POR),1.72,11,0,Argentina,futebol,0
9,Gonzalo HIGUAIN,HIGUAIN,Gonzalo Gerardo,HIGUAÍN,1987-12-10,FW,Juventus (ITA),1.84,74,31,Argentina,futebol,0.4
10,Lionel MESSI,MESSI,Lionel Andres,MESSI,1987-06-24,FW,FC Barcelona (ESP),1.7,126,64,Argentina,futebol,0.5
11,Angel DI MARIA,DI MARIA,Angel Fabian,DI MARÍA,1988-02-14,MF,Paris Saint-Germain (FRA),1.78,95,19,Argentina,futebol,0.2
12,Franco ARMANI,ARMANI,Franco,ARMANI,1986-10-16,GK,River Plate (ARG),1.89,0,0,Argentina,futebol,
13,Maximiliano MEZA,MEZA,Maximiliano Eduardo,MEZA,1992-12-15,MF,Independiente (ARG),1.8,4,0,Argentina,futebol,0
14,Javier MASCHERANO,MASCHERANO,Javier Alejandro,MASCHERANO,1984-06-08,DF,Hebei Huabei (CHN),1.74,145,3,Argentina,futebol,0
15,Enzo PEREZ,PEREZ,Enzo Nicolas,PÉREZ,1986-02-22,MF,River Plate (ARG),1.78,24,1,Argentina,futebol,0
16,Marcos ROJO,ROJO,Faustino Marcos Alberto,MARCOS ROJO,1990-03-20,DF,Manchester United (ENG),1.89,57,2,Argentina,futebol,0
17,Nicolas OTAMENDI,OTAMENDI,Nicolas Hernan Gonzalo,OTAMENDI,1988-02-12,DF,Manchester City (ENG),1.81,56,4,Argentina,futebol,0.1
18,Eduardo SALVIO,SALVIO,Eduardo Antonio,SALVIO,1990-07-13,DF,Benfica (POR),1.67,11,0,Argentina,futebol,0
19,Sergio AGUERO,AGÜERO,Sergio Leonel,KUN AGUERO,1988-06-02,FW,Manchester City (ENG),1.72,87,38,Argentina,futebol,0.4
20,Giovani LO CELSO,LO CELSO,Giovani,LO CELSO,1996-04-09,MF,Paris Saint-Germain (FRA),1.77,5,0,Argentina,futebol,0
21,Paulo DYBALA,DYBALA,Paulo Exequiel,DYBALA,1993-11-15,FW,Juventus (ITA),1.77,13,0,Argentina,futebol,0
22,Cristian PAVON,PAVÓN,Cristian David,PAVÓN,1996-01-21,MF,Boca Juniors (ARG),1.69,7,0,Argentina,futebol,0
23,Wilfredo CABALLERO,CABALLERO,Wilfredo Daniel,CABALLERO,1981-09-28,GK,Chelsea (ENG),1.86,5,0,Argentina,futebol,0
1,Mathew RYAN,RYAN,Mathew David,RYAN,1992-04-08,GK,Brighton (ENG),1.84,46,0,Australia,futebol,0
2,Milos DEGENEK,DEGENEK,Milos,DEGENEK,1994-04-28,DF,Yokohama F Marinos (JPN),1.87,18,0,Australia,futebol,0
3,James MEREDITH,MEREDITH,James Gregory,MEREDITH,1988-04-05,DF,Millwall (ENG),1.79,2,0,Australia,futebol,0
4,Tim CAHILL,CAHILL,Timothy Filiga,CAHILL,1979-12-06,FW,Millwall (ENG),1.8,106,50,Australia,futebol,0.5
5,Mark MILLIGAN,MILLIGAN,Mark Daniel,MILLIGAN,1985-08-04,DF,Al Ahli (KSA),1.78,70,6,Australia,futebol,0.1
6,Matthew JURMAN,JURMAN,Matthew John,JURMAN,1989-12-08,DF,Suwon Samsung Bluewings (KOR),1.9,4,0,Australia,futebol,0
7,Mathew LECKIE,LECKIE,Mathew Allan,LECKIE,1991-02-04,FW,Hertha BSC (GER),1.81,55,8,Australia,futebol,0.1
8,Massimo LUONGO,LUONGO,Massimo Corey,LUONGO,1992-09-25,MF,Queens Park Rangers (ENG),1.76,36,5,Australia,futebol,0.1
9,Tomi JURIC,JURIC,Tomi,JURIC,1991-07-22,FW,FC Luzern (SUI),1.9,37,8,Australia,futebol,0.2
10,Robbie KRUSE,KRUSE,Robbie Thomas,KRUSE,1988-10-05,FW,VfL Bochum (GER),1.8,66,5,Australia,futebol,0.1
11,Andrew NABBOUT,NABBOUT,Andrew,NABBOUT,1992-12-17,FW,Urawa Reds (JPN),1.78,6,1,Australia,futebol,0.2
12,Brad JONES,JONES,Bradley Scott,JONES,1982-03-19,GK,Feyenoord (NED),1.93,6,0,Australia,futebol,0
13,Aaron MOOY,MOOY,Aaron Frank,MOOY,1990-09-15,MF,Huddersfield (ENG),1.73,36,5,Australia,futebol,0.1
14,Jamie MacLAREN,MACLAREN,Jamie,MACLAREN,1993-07-29,FW,Hibernian (SCO),1.78,6,0,Australia,futebol,0
15,Mile JEDINAK,JEDINAK,Michael John,JEDINAK,1984-08-03,MF,Aston Villa (ENG),1.88,78,20,Australia,futebol,0.3
16,Aziz BEHICH,BEHICH,Aziz,BEHICH,1990-12-16,DF,Bursaspor (TUR),1.7,25,2,Australia,futebol,0.1
17,Daniel ARZANI,ARZANI,Daniel,ARZANI,1999-01-04,FW,Melbourne City Football Club (AUS),1.71,4,1,Australia,futebol,0.2
18,Danny VUKOVIC,VUKOVIC,Daniel,VUKOVIC,1985-03-27,GK,Racing Genk (BEL),1.87,1,0,Australia,futebol,0
19,Joshua RISDON,RISDON,Joshua Robert,RISDON,1992-07-27,DF,WS Wanderers FC (AUS),1.69,10,0,Australia,futebol,0
20,Trent SAINSBURY,SAINSBURY,Trent Lucas,SAINSBURY,1992-01-05,DF,Grasshoppers (SUI),1.83,37,3,Australia,futebol,0.1
21,Dimitrios PETRATOS,PETRATOS,Dimitrios,PETRATOS,1992-11-10,FW,Newcastle Jets (AUS),1.76,2,0,Australia,futebol,0
22,Jackson IRVINE,IRVINE,Jackson Alexander,IRVINE,1993-03-07,MF,Hull City (ENG),1.8,21,2,Australia,futebol,0.1
23,Tom ROGIC,ROGIC,Tomas Petar,ROGIC,1992-12-16,MF,Celtic (SCO),1.89,39,7,Australia,futebol,0.2
1,Thibaut COURTOIS,COURTOIS,Thibaut Nicolas,COURTOIS,1992-05-11,GK,Chelsea (ENG),1.99,59,0,Belgium,futebol,0
2,Toby ALDERWEIRELD,ALDERWEIRELD,Toby Albertine,ALDERWEIRELD,1989-03-02,DF,Tottenham Hotspur (ENG),1.86,78,3,Belgium,futebol,0
3,Thomas VERMAELEN,VERMAELEN,Thomas,VERMAELEN,1985-11-14,DF,FC Barcelona (ESP),1.83,66,1,Belgium,futebol,0
4,Vincent KOMPANY,KOMPANY,Vincent Jean,KOMPANY,1986-04-10,DF,Manchester City (ENG),1.9,77,4,Belgium,futebol,0.1
5,Jan VERTONGHEN,VERTONGHEN,Jan Bert,VERTONGHEN,1987-04-24,DF,Tottenham Hotspur (ENG),1.89,103,8,Belgium,futebol,0.1
6,Axel WITSEL,WITSEL,Axel Laurent,WITSEL,1989-01-12,MF,Tianjin Quanjian Football Club (CHN),1.86,91,9,Belgium,futebol,0.1
7,Kevin DE BRUYNE,DE BRUYNE,Kevin,DE BRUYNE,1991-06-28,MF,Manchester City (ENG),1.81,63,14,Belgium,futebol,0.2
8,Marouane FELLAINI,FELLAINI-BAKKIOUI,Marouane,FELLAINI,1987-11-22,MF,Manchester United (ENG),1.94,82,17,Belgium,futebol,0.2
9,Romelu LUKAKU,LUKAKU BOLINGOLI,Romelu,R. LUKAKU,1993-05-13,FW,Manchester United (ENG),1.9,70,38,Belgium,futebol,0.5
10,Eden HAZARD,HAZARD,Eden Michael,E. HAZARD,1991-01-07,FW,Chelsea (ENG),1.73,87,22,Belgium,futebol,0.3
11,Yannick CARRASCO,FERREIRA CARRASCO,Yannick,CARRASCO,1993-09-04,MF,Dalian Yifang Football Club (CHN),1.8,27,5,Belgium,futebol,0.2
12,Simon MIGNOLET,MIGNOLET,Simon Luc,MIGNOLET,1988-03-06,GK,Liverpool (ENG),1.93,21,0,Belgium,futebol,0
13,Koen CASTEELS,CASTEELS,Koen,CASTEELS,1992-06-25,GK,VfL Wolfsburg (GER),1.97,0,0,Belgium,futebol,
14,Dries MERTENS,MERTENS,Dries,MERTENS,1987-05-06,FW,SSC Napoli (ITA),1.69,70,15,Belgium,futebol,0.2
15,Thomas MEUNIER,MEUNIER,Thomas,MEUNIER,1991-09-12,DF,Paris Saint-Germain (FRA),1.9,26,5,Belgium,futebol,0.2
16,Thorgan HAZARD,HAZARD,Thorgan Ganael Francis,T. HAZARD,1993-03-29,MF,Borussia Moenchengladbach (GER),1.74,12,1,Belgium,futebol,0.1
17,Youri TIELEMANS,TIELEMANS,Youri,TIELEMANS,1997-05-07,MF,AS Monaco (FRA),1.76,9,0,Belgium,futebol,0
18,Adnan JANUZAJ,JANUZAJ,Adnan,JANUZAJ,1995-02-05,FW,Real Sociedad (ESP),1.8,8,0,Belgium,futebol,0
19,Moussa DEMBELE,DEMBELE,Moussa Sidi Yaya,DEMBELE,1987-07-16,MF,Tottenham Hotspur (ENG),1.85,77,5,Belgium,futebol,0.1
20,Dedryck BOYATA,BOYATA,Dedryck Anga,BOYATA,1990-11-28,DF,Celtic (SCO),1.88,8,0,Belgium,futebol,0
21,Michy BATSHUAYI,BATSHUAYI ATUNGA,Michy,BATSHUAYI,1993-10-02,FW,Borussia Dortmund (GER),1.85,16,7,Belgium,futebol,0.4
22,Nacer CHADLI,CHADLI,Nacer,CHADLI,1989-08-02,MF,West Bromwich Albion FC (ENG),1.87,46,5,Belgium,futebol,0.1
23,Leander DENDONCKER,DENDONCKER,Leander,DENDONCKER,1995-04-15,DF,Anderlecht (BEL),1.88,5,0,Belgium,futebol,0
1,ALISSON,BECKER,Alisson Ramses,A. BECKER,1992-10-02,GK,AS Roma (ITA),1.93,28,0,Brazil,futebol,0
2,THIAGO SILVA,EMILIANO DA SILVA,Thiago,T. SILVA,1984-09-22,DF,Paris Saint-Germain (FRA),1.83,73,5,Brazil,futebol,0.1
3,MIRANDA,MIRANDA DE SOUZA FILHO,Joao,MIRANDA,1984-09-07,DF,Internazionale (ITA),1.86,49,2,Brazil,futebol,0
4,PEDRO GEROMEL,TONON GEROMEL,Pedro,GEROMEL,1985-09-21,DF,Grêmio (BRA),1.9,2,0,Brazil,futebol,0
5,CASEMIRO,CASIMIRO,Carlos Henrique,CASEMIRO,1992-02-23,MF,Real Madrid (ESP),1.85,26,0,Brazil,futebol,0
6,FILIPE LUIS,KASMIRSKI,Filipe Luis,FILIPE LUIS,1985-08-09,DF,Atlético Madrid (ESP),1.82,33,2,Brazil,futebol,0.1
7,DOUGLAS COSTA,COSTA DE SOUZA,Douglas,D. COSTA,1990-09-14,FW,Juventus (ITA),1.82,26,3,Brazil,futebol,0.1
8,RENATO AUGUSTO,SOARES DE OLIVEIRA AUGUSTO,Renato,R. AUGUSTO,1988-02-08,MF,Beijing Guoan (CHN),1.86,29,5,Brazil,futebol,0.2
9,GABRIEL JESUS,DE JESUS,Gabriel Fernando,G. JESUS,1997-04-03,FW,Manchester City (ENG),1.75,19,10,Brazil,futebol,0.5
10,NEYMAR,DA SILVA SANTOS JUNIOR,Neymar,NEYMAR JR,1992-02-05,FW,Paris Saint-Germain (FRA),1.75,87,56,Brazil,futebol,0.6
11,PHILIPPE COUTINHO,COUTINHO CORREIA,Philippe,P. COUTINHO,1992-06-12,MF,FC Barcelona (ESP),1.72,38,12,Brazil,futebol,0.3
12,MARCELO,VIEIRA DA SILVA JUNIOR,Marcelo,MARCELO,1988-05-12,DF,Real Madrid (ESP),1.74,57,6,Brazil,futebol,0.1
13,MARQUINHOS,AOAS CORREA,Marcos,MARQUINHOS,1994-05-14,DF,Paris Saint-Germain (FRA),1.83,26,0,Brazil,futebol,0
14,DANILO,DA SILVA,Danilo Luiz,DANILO,1991-07-15,DF,Manchester City (ENG),1.84,19,0,Brazil,futebol,0
15,PAULINHO,BEZERRA MACIEL JÚNIOR,José Paulo,PAULINHO,1988-07-25,MF,FC Barcelona (ESP),1.81,52,12,Brazil,futebol,0.2
16,CASSIO,RAMOS,Cassio,CASSIO,1987-06-06,GK,SC Corinthians (BRA),1.95,1,0,Brazil,futebol,0
17,FERNANDINHO,ROZA,Fernando Luiz,FERNANDINHO,1985-05-04,MF,Manchester City (ENG),1.79,46,2,Brazil,futebol,0
18,FRED,RODRIGUES DE PAULA SANTOS,Frederico,FRED,1993-03-05,MF,Shakhtar Donetsk (UKR),1.69,8,0,Brazil,futebol,0
19,WILLIAN,BORGES DA SILVA,Willian,WILLIAN,1988-08-09,MF,Chelsea (ENG),1.75,59,8,Brazil,futebol,0.1
20,ROBERTO FIRMINO,BARBOSA DE OLIVEIRA,Roberto Firmino,FIRMINO,1991-10-02,FW,Liverpool (ENG),1.81,23,6,Brazil,futebol,0.3
21,TAISON,BARCELLOS FREDA,Taison,TAISON,1988-01-13,FW,Shakhtar Donetsk (UKR),1.72,8,1,Brazil,futebol,0.1
22,FAGNER,CONSERVA LEMOS,Fagner,FAGNER,1989-06-11,DF,SC Corinthians (BRA),1.68,5,0,Brazil,futebol,0
23,EDERSON,SANTANA DE MORAES,Ederson,EDERSON,1993-08-17,GK,Manchester City (ENG),1.88,1,0,Brazil,futebol,0
1,David OSPINA,OSPINA RAMIREZ,David,OSPINA,1988-08-31,GK,Arsenal (ENG),1.83,84,0,Colombia,futebol,0
2,Cristian ZAPATA,ZAPATA VALENCIA,Cristian Eduardo,C. ZAPATA,1986-09-30,DF,AC Milan (ITA),1.87,52,2,Colombia,futebol,0
3,Oscar MURILLO,MURILLO MURILLO,Oscar Fabian,O. MURILLO,1988-04-18,DF,CF Pachuca (MEX),1.84,14,0,Colombia,futebol,0
4,Santiago ARIAS,ARIAS NARANJO,Santiago,ARIAS,1992-01-13,DF,PSV (NED),1.77,42,0,Colombia,futebol,0
5,Wilmar BARRIOS,BARRIOS TERAN,Wilmar Enrique,BARRIOS,1993-10-16,MF,Boca Juniors (ARG),1.78,11,0,Colombia,futebol,0
6,Carlos SANCHEZ,SANCHEZ MORENO,Carlos Alberto,C. SANCHEZ,1986-02-06,MF,RCD Espanyol (ESP),1.82,81,0,Colombia,futebol,0
7,Carlos BACCA,BACCA AHUMADA,Carlos Arturo,BACCA,1986-09-08,FW,Villarreal CF (ESP),1.81,46,14,Colombia,futebol,0.3
8,Abel AGUILAR,AGUILAR TAPIAS,Abel Enrique,AGUILAR T.,1985-01-06,MF,Cali (COL),1.85,69,8,Colombia,futebol,0.1
9,Radamel FALCAO,GARCIA ZARATE,Radamel Falcao,FALCAO,1986-02-10,FW,AS Monaco (FRA),1.77,66,29,Colombia,futebol,0.4
10,James RODRIGUEZ,RODRIGUEZ RUBIO,James David,JAMES,1991-07-12,MF,Bayern München (GER),1.8,64,21,Colombia,futebol,0.3
11,Juan CUADRADO,CUADRADO BELLO,Juan Guillermo,CUADRADO,1988-05-26,MF,Juventus (ITA),1.79,70,7,Colombia,futebol,0.1
12,Camilo VARGAS,VARGAS GIL,Camilo Andres,C. VARGAS,1989-03-09,GK,Cali (COL),1.85,5,0,Colombia,futebol,0
13,Yerry MINA,MINA GONZALEZ,Yerry Fernando,Y. MINA,1994-09-23,DF,FC Barcelona (ESP),1.94,12,3,Colombia,futebol,0.2
14,Luis MURIEL,MURIEL FRUTO,Luis Fernando,L. MURIEL,1991-04-16,FW,Sevilla FC (ESP),1.78,18,2,Colombia,futebol,0.1
15,Mateus URIBE,URIBE VILLA,Andres Mateus,M. URIBE,1991-03-21,MF,America (MEX),1.82,8,0,Colombia,futebol,0
16,Jefferson LERMA,LERMA SOLIS,Jefferson Andrés,J. LERMA,1994-10-25,MF,Levante UD (ESP),1.79,6,0,Colombia,futebol,0
17,Johan MOJICA,MOJICA PALACIO,Johan Andrés,J. MOJICA,1992-08-21,DF,Girona Futbol Club (ESP),1.85,5,1,Colombia,futebol,0.2
18,Farid DIAZ,DIAZ RHENALS,Farid Alfonso,F. DIAZ,1983-07-20,DF,Olimpia (PAR),1.7,13,0,Colombia,futebol,0
19,Miguel BORJA,BORJA HERNANDEZ,Miguel Angel,M. BORJA,1993-01-26,FW,Palmeiras (BRA),1.83,7,2,Colombia,futebol,0.3
20,Juan QUINTERO,QUINTERO PANIAGUA,Juan Fernando,J. QUINTERO,1993-01-18,MF,River Plate (ARG),1.69,16,3,Colombia,futebol,0.2
21,Jose IZQUIERDO,IZQUIERDO MENA,José Heriberto,IZQUIERDO,1992-07-07,FW,Brighton (ENG),1.71,6,1,Colombia,futebol,0.2
22,Jose CUADRADO,CUADRADO ROMERO,José Fernando,J.F. CUADRADO,1985-06-01,GK,Once Caldas (COL),1.8,1,0,Colombia,futebol,0
23,Davinson SANCHEZ,SANCHEZ MINA,Davinson,D. SANCHEZ,1996-06-12,DF,Tottenham Hotspur (ENG),1.87,10,0,Colombia,futebol,0
1,Keylor NAVAS,NAVAS GAMBOA,Keilor Antonio,K. NAVAS,1986-12-15,GK,Real Madrid (ESP),1.85,83,0,Costa Rica,futebol,0
2,Johnny ACOSTA,ACOSTA ZAMORA,Jhonny,J. ACOSTA,1983-07-21,DF,Águilas Doradas Rionegro (COL),1.76,68,2,Costa Rica,futebol,0
3,Giancarlo GONZALEZ,GONZALEZ CASTRO,Giancarlo,G. GONZALEZ,1988-02-08,DF,Bologna (ITA),1.86,70,2,Costa Rica,futebol,0
4,Ian SMITH,SMITH QUIROS,Ian Rey,I. SMITH,1998-03-06,DF,Norrkoping (SWE),1.77,4,0,Costa Rica,futebol,0
5,Celso BORGES,BORGES MORA,Celso,C. BORGES,1988-05-27,MF,Deportivo La Coruña (ESP),1.87,113,18,Costa Rica,futebol,0.2
6,Oscar DUARTE,DUARTE GAITAN,Oscar Esau,O. DUARTE,1989-06-03,DF,RCD Espanyol (ESP),1.86,38,2,Costa Rica,futebol,0.1
7,Christian BOLANOS,BOLAÑOS NAVARRO,Christian,C. BOLAÑOS,1984-05-17,MF,Saprissa (CRC),1.78,84,7,Costa Rica,futebol,0.1
8,Bryan OVIEDO,OVIEDO JIMENEZ,Bryan Josue,B. OVIEDO,1990-02-18,DF,Sunderland (ENG),1.72,43,1,Costa Rica,futebol,0
9,Daniel COLINDRES,COLINDRES SOLERA,Daniel,D. COLINDRES,1985-01-10,MF,Saprissa (CRC),1.8,12,0,Costa Rica,futebol,0
10,Bryan RUIZ,RUIZ GONZALEZ,Bryan Jafet,BRYAN,1985-08-18,MF,Sporting CP (POR),1.87,111,24,Costa Rica,futebol,0.2
11,Johan VENEGAS,VENEGAS ULLOA,Johan Alberto,J. VENEGAS,1988-11-27,FW,Saprissa (CRC),1.83,49,10,Costa Rica,futebol,0.2
12,Joel CAMPBELL,CAMPBELL SAMUELS,Joel Nathaniel,J. CAMPBELL,1992-06-26,FW,Real Betis (ESP),1.78,78,15,Costa Rica,futebol,0.2
13,Rodney WALLACE,WALLACE BURNS,Rodney,R. WALLACE,1988-06-17,MF,New York City Football Club (USA),1.8,28,4,Costa Rica,futebol,0.1
14,Randall AZOFEIFA,AZOFEIFA CORRALES,Randall,R. AZOFEIFA,1984-12-30,MF,Herediano (CRC),1.82,59,3,Costa Rica,futebol,0.1
15,Francisco CALVO,CALVO QUESADA,Francisco Javier,F. CALVO,1992-07-08,DF,Minnesota (USA),1.8,38,4,Costa Rica,futebol,0.1
16,Cristian GAMBOA,GAMBOA LUNA,Cristian Esteban,C. GAMBOA,1989-10-24,DF,Celtic (SCO),1.75,70,3,Costa Rica,futebol,0
17,Yeltsin TEJEDA,TEJEDA VALVERDE,Yeltsin Ignacio,Y. TEJEDA,1992-03-17,MF,Lausanne (SUI),1.79,50,0,Costa Rica,futebol,0
18,Patrick PEMBERTON,PEMBERTON BERNARD,Patrick Alberto,P. PEMBERTON,1982-04-24,GK,Alajuelense (CRC),1.78,39,0,Costa Rica,futebol,0
19,Kendall WASTON,WASTON MANLEY,Kendall Jamaal,K. WASTON,1988-01-01,DF,Vancouver Whitecaps (CAN),1.96,25,2,Costa Rica,futebol,0.1
20,David GUZMAN,GUZMAN PEREZ,David,D. GUZMAN,1990-02-18,MF,Portland Timbers (USA),1.76,47,0,Costa Rica,futebol,0
21,Marcos URENA,UREÑA PORRAS,Marcos Danilo,M. UREÑA,1990-03-05,FW,Los Angeles Football Club (USA),1.81,64,14,Costa Rica,futebol,0.2
22,Kenner GUTIERREZ,GUTIERREZ CERDAS,Kenner,K. GUTIERREZ,1989-06-09,DF,Alajuelense (CRC),1.78,9,0,Costa Rica,futebol,0
23,Leonel MOREIRA,MOREIRA LEDEZMA,Leonel Gerardo,L. MOREIRA,1990-04-02,GK,Herediano (CRC),1.79,9,0,Costa Rica,futebol,0
1,Dominik LIVAKOVIC,LIVAKOVIĆ,Dominik,LIVAKOVIĆ,1995-01-09,GK,Dinamo Zagreb (CRO),1.88,1,0,Croatia,futebol,0
2,Sime VRSALJKO,VRSALJKO,Šime,VRSALJKO,1992-01-10,DF,Atlético Madrid (ESP),1.81,37,0,Croatia,futebol,0
3,Ivan STRINIC,STRINIĆ,Ivan,STRINIĆ,1987-07-17,DF,Sampdoria (ITA),1.86,45,0,Croatia,futebol,0
4,Ivan PERISIC,PERIŠIĆ,Ivan,PERIŠIĆ,1989-02-02,FW,Internazionale (ITA),1.86,68,18,Croatia,futebol,0.3
